email_id,true_label,source,phishing_characteristics,phishing_persuasion,phishing_final_assessment,etiquette,content,personalization,personalization_persuasion
487,0,Enron,0,0,0,1,1,1.0,1.0
488,0,Enron,0,0,0,1,1,1.0,1.0
489,0,Enron,0,0,0,1,1,1.0,1.0
490,0,Enron,0,0,0,1,1,1.0,1.0
491,0,Enron,0,0,0,1,1,1.0,1.0
492,0,Enron,0,0,0,1,1,1.0,1.0
493,0,Enron,0,0,0,1,1,1.0,1.0
494,0,Enron,0,0,0,1,1,1.0,1.0
495,0,Enron,0,0,0,1,1,1.0,1.0
496,0,Enron,0,0,0,1,1,1.0,1.0
497,0,Enron,0,0,0,1,1,1.0,1.0
498,0,Enron,0,0,0,1,1,1.0,1.0
499,0,Enron,0,0,0,1,1,1.0,1.0
500,0,Enron,0,0,0,1,1,1.0,1.0
501,0,Enron,0,0,0,1,1,1.0,1.0
502,0,Enron,0,0,0,1,1,1.0,1.0
503,0,Enron,0,0,0,1,1,1.0,1.0
504,0,Enron,0,0,0,1,1,1.0,1.0
505,0,Enron,0,0,0,1,1,1.0,1.0
506,0,Enron,0,0,0,1,1,1.0,1.0
507,0,Enron,0,0,0,1,1,1.0,1.0
508,0,Enron,0,0,0,1,1,1.0,1.0
509,0,Enron,0,0,0,1,1,1.0,1.0
510,0,Enron,0,0,0,1,1,1.0,1.0
511,0,Enron,0,0,0,1,1,1.0,1.0
512,0,Enron,0,0,0,1,1,1.0,1.0
513,0,Enron,0,0,0,1,1,1.0,1.0
514,0,Enron,0,0,0,1,1,1.0,1.0
515,0,Enron,0,0,0,1,1,1.0,1.0
516,0,Enron,0,0,0,1,1,1.0,1.0
517,0,Enron,0,0,0,1,1,1.0,1.0
518,0,Enron,0,0,0,1,1,1.0,1.0
519,0,Enron,0,0,0,1,1,1.0,1.0
520,0,Enron,0,0,0,1,1,1.0,1.0
521,0,Enron,0,0,0,1,1,1.0,1.0
522,0,Enron,0,0,0,1,1,1.0,1.0
523,0,Enron,0,0,0,1,1,1.0,1.0
524,0,Enron,0,0,0,1,1,1.0,1.0
525,0,Enron,0,0,0,1,1,1.0,1.0
526,0,Enron,0,0,0,1,1,1.0,1.0
527,0,Enron,0,0,0,1,1,1.0,1.0
528,0,Enron,0,0,0,1,1,1.0,1.0
529,0,Enron,0,0,0,1,1,1.0,1.0
530,0,Enron,0,0,0,1,1,1.0,1.0
531,0,Enron,0,0,0,1,1,1.0,1.0
532,0,Enron,0,0,0,1,1,1.0,1.0
533,0,Enron,0,0,0,1,1,1.0,1.0
534,0,Enron,0,0,0,1,1,1.0,1.0
535,0,Enron,0,0,0,1,1,1.0,1.0
536,0,Enron,0,0,0,1,1,1.0,1.0
537,0,Enron,0,0,0,1,1,1.0,1.0
538,0,Enron,0,0,0,1,1,1.0,1.0
539,0,Enron,0,0,0,1,1,1.0,1.0
540,0,Enron,0,0,0,1,1,1.0,1.0
541,0,Enron,0,0,0,1,1,1.0,1.0
542,0,Enron,0,0,0,1,1,1.0,1.0
543,0,Enron,0,0,0,1,1,1.0,1.0
544,0,Enron,0,0,0,1,1,1.0,1.0
545,0,Enron,0,0,0,1,1,1.0,1.0
546,0,Enron,0,0,0,1,1,1.0,1.0
547,0,Enron,0,0,0,1,1,1.0,1.0
548,0,Enron,0,0,0,1,1,1.0,1.0
549,0,Enron,0,0,0,1,1,1.0,1.0
550,0,Enron,0,0,0,1,1,1.0,1.0
551,0,Enron,0,0,0,1,1,1.0,1.0
552,0,Enron,0,0,0,1,1,1.0,1.0
553,0,Enron,0,0,0,1,1,1.0,1.0
554,0,Enron,0,0,0,1,1,1.0,1.0
555,0,Enron,0,0,0,1,1,1.0,1.0
556,0,Enron,0,0,0,1,1,1.0,1.0
557,0,Enron,0,0,0,1,1,1.0,1.0
558,0,Enron,0,0,0,1,1,1.0,1.0
559,0,Enron,0,0,0,1,1,1.0,1.0
560,0,Enron,0,0,0,1,1,1.0,1.0
561,0,Enron,0,0,0,1,1,1.0,1.0
562,0,Enron,0,0,0,1,1,1.0,1.0
563,0,Enron,0,0,0,1,1,1.0,1.0
564,0,Enron,0,0,0,1,1,1.0,1.0
565,0,Enron,0,0,0,1,1,1.0,1.0
566,0,Enron,0,0,0,1,1,1.0,1.0
567,0,Enron,0,0,0,1,1,1.0,1.0
568,0,Enron,0,0,0,1,1,1.0,1.0
569,0,Enron,0,0,0,1,1,1.0,1.0
570,0,Enron,0,0,0,1,1,1.0,1.0
571,0,Enron,0,0,0,1,1,1.0,1.0
572,0,Enron,0,0,0,1,1,1.0,1.0
573,0,Enron,0,0,0,1,1,1.0,1.0
574,0,Enron,0,0,0,1,1,1.0,1.0
575,0,Enron,0,0,0,1,1,1.0,1.0
576,0,Enron,0,0,0,1,1,1.0,1.0
577,0,Enron,0,0,0,1,1,1.0,1.0
578,0,Enron,0,0,0,1,1,1.0,1.0
579,0,Enron,0,0,0,1,1,1.0,1.0
580,0,Enron,0,0,0,1,1,1.0,1.0
581,0,Enron,0,0,0,1,1,1.0,1.0
582,0,Enron,0,0,0,1,1,1.0,1.0
583,0,Enron,0,0,0,1,1,1.0,1.0
584,0,Enron,0,0,0,1,1,1.0,1.0
585,0,Enron,0,0,0,1,1,1.0,1.0
586,0,Enron,0,0,0,1,1,1.0,1.0
587,0,Enron,0,0,0,1,1,1.0,1.0
588,0,Enron,0,0,0,1,1,1.0,1.0
589,0,Enron,0,0,0,1,1,1.0,1.0
590,0,Enron,0,0,0,1,1,1.0,1.0
591,0,Enron,0,0,0,1,1,1.0,1.0
592,0,Enron,0,0,0,1,1,1.0,1.0
593,0,Enron,0,0,0,1,1,1.0,1.0
594,0,Enron,0,0,0,1,1,1.0,1.0
595,0,Enron,0,0,0,1,1,1.0,1.0
596,0,Enron,0,0,0,1,1,1.0,1.0
597,0,Enron,0,0,0,1,1,1.0,1.0
598,0,Enron,0,0,0,1,1,1.0,1.0
599,0,Enron,0,0,0,1,1,1.0,1.0
700,1,CEAS_08,0,0,0,1,1,1.0,1.0
701,1,CEAS_08,0,0,0,1,1,1.0,1.0
702,1,CEAS_08,0,0,0,1,1,1.0,1.0
703,1,CEAS_08,0,0,0,1,1,1.0,1.0
704,1,CEAS_08,0,0,0,1,1,1.0,1.0
705,1,CEAS_08,0,0,0,1,1,1.0,1.0
706,1,CEAS_08,0,0,0,1,1,1.0,1.0
707,1,CEAS_08,0,0,0,1,1,1.0,1.0
708,1,CEAS_08,1,1,1,0,0,1.0,0.0
709,1,CEAS_08,0,0,0,1,1,1.0,1.0
710,1,CEAS_08,0,0,0,1,1,1.0,1.0
711,1,CEAS_08,0,0,0,1,1,1.0,1.0
712,1,CEAS_08,0,0,0,1,1,1.0,1.0
713,1,CEAS_08,0,0,0,1,1,1.0,1.0
714,1,CEAS_08,0,0,0,1,1,1.0,1.0
715,1,CEAS_08,1,0,1,0,0,1.0,0.0
716,1,CEAS_08,0,0,0,1,1,0.0,0.0
717,1,CEAS_08,0,0,0,1,1,1.0,1.0
718,1,CEAS_08,0,0,0,1,1,1.0,1.0
719,1,CEAS_08,0,0,0,1,1,1.0,1.0
720,1,CEAS_08,0,0,0,1,1,1.0,1.0
721,1,CEAS_08,1,0,1,0,0,0.0,0.0
722,1,CEAS_08,0,0,0,1,1,1.0,1.0
723,1,CEAS_08,0,0,0,1,1,1.0,1.0
724,1,CEAS_08,0,0,0,1,1,1.0,1.0
725,1,Ling,0,0,0,1,1,1.0,1.0
726,1,Ling,0,0,0,1,1,1.0,1.0
727,1,Ling,0,0,0,1,1,1.0,1.0
728,1,Ling,0,0,0,1,1,1.0,1.0
729,1,Ling,0,0,0,1,1,1.0,1.0
730,1,Ling,0,0,0,1,1,1.0,1.0
731,1,Ling,0,0,0,1,1,1.0,1.0
732,1,Ling,0,0,0,1,1,1.0,1.0
733,1,Ling,0,0,0,1,1,1.0,1.0
734,1,Ling,0,0,0,1,1,1.0,0.0
735,1,Ling,0,0,0,1,1,1.0,1.0
736,1,Ling,0,0,0,1,1,1.0,1.0
737,1,Ling,0,0,0,1,1,1.0,1.0
738,1,Ling,1,1,1,0,0,0.0,0.0
739,1,Ling,0,0,0,1,1,1.0,1.0
740,1,Ling,0,0,0,1,1,1.0,1.0
741,1,Ling,0,0,0,1,1,1.0,1.0
742,1,Ling,0,0,0,1,1,1.0,1.0
743,1,Ling,0,0,0,1,1,1.0,1.0
744,1,Ling,0,0,0,1,1,1.0,1.0
745,1,Ling,0,0,0,1,1,1.0,1.0
746,1,Ling,0,0,0,1,1,1.0,1.0
747,1,Ling,0,0,0,1,1,1.0,1.0
748,1,Ling,0,0,0,1,1,1.0,1.0
749,1,Ling,0,0,0,1,1,0.0,0.0
750,1,Ling,0,0,0,1,1,1.0,1.0
751,1,Ling,1,1,1,0,0,1.0,0.0
752,1,Ling,1,1,1,0,0,0.0,0.0
753,1,Ling,0,0,0,1,0,1.0,0.0
754,1,Ling,0,0,0,1,1,1.0,1.0
755,1,Ling,0,0,0,1,1,1.0,1.0
756,1,Ling,0,0,0,1,1,1.0,1.0
757,1,Ling,0,0,0,1,1,1.0,1.0
758,1,Ling,0,0,0,1,1,1.0,1.0
759,1,Ling,0,0,0,1,1,1.0,1.0
760,1,Ling,0,0,0,1,1,1.0,1.0
761,1,Ling,0,0,0,1,1,1.0,1.0
762,1,Ling,0,0,0,1,1,1.0,1.0
763,1,Ling,1,1,1,0,0,1.0,0.0
764,1,Ling,1,1,1,0,0,1.0,0.0
765,1,Ling,1,0,1,0,0,1.0,0.0
766,1,Ling,0,0,0,1,1,1.0,1.0
767,1,Ling,0,0,0,1,1,1.0,1.0
768,1,Ling,0,0,0,1,1,1.0,1.0
769,1,Ling,1,1,1,0,0,0.0,0.0
770,1,Ling,1,1,1,0,0,0.0,0.0
771,1,Ling,1,1,1,0,0,1.0,0.0
772,1,Ling,0,0,0,1,1,1.0,1.0
773,1,Ling,0,0,0,1,1,1.0,1.0
774,1,Ling,0,0,0,1,1,1.0,1.0
775,1,Ling,1,1,1,0,0,0.0,0.0
776,1,Ling,0,0,0,1,1,1.0,1.0
777,1,Ling,0,0,0,1,1,1.0,1.0
778,1,Ling,0,0,0,1,1,1.0,1.0
779,1,Ling,0,0,0,1,1,1.0,1.0
780,1,Ling,0,0,0,1,1,1.0,1.0
781,1,Ling,0,0,0,1,1,1.0,1.0
782,1,Ling,0,0,0,1,1,1.0,1.0
783,1,Ling,0,0,0,1,1,1.0,1.0
784,1,Ling,0,0,0,1,1,1.0,1.0
785,1,Ling,1,1,1,0,0,0.0,0.0
786,1,Ling,0,0,0,1,1,1.0,1.0
787,1,Ling,0,0,0,1,1,1.0,1.0
788,1,Ling,0,0,0,1,1,1.0,1.0
789,1,Ling,0,0,0,1,1,1.0,1.0
790,1,Ling,0,0,0,1,1,1.0,1.0
791,1,Ling,1,1,1,0,0,1.0,0.0
792,1,Ling,0,0,0,1,0,1.0,0.0
793,1,Ling,1,1,1,0,0,0.0,0.0
794,1,Ling,0,0,0,1,1,1.0,1.0
795,1,Ling,0,0,0,1,1,1.0,1.0
796,1,Ling,0,0,0,1,1,1.0,1.0
797,1,Ling,0,0,0,1,1,1.0,1.0
798,1,Ling,0,0,0,1,1,1.0,1.0
799,1,Ling,1,1,1,0,0,0.0,0.0
800,1,Ling,0,0,0,1,1,1.0,1.0
801,1,Ling,0,0,0,1,1,1.0,1.0
802,1,Ling,0,0,0,1,1,1.0,1.0
803,1,Ling,0,0,0,1,1,1.0,1.0
804,1,Ling,0,0,0,1,1,1.0,1.0
805,1,Ling,0,0,0,1,1,1.0,1.0
806,1,Ling,0,0,0,1,1,1.0,1.0
807,1,Ling,0,0,0,1,1,1.0,1.0
808,1,Ling,1,1,1,0,0,1.0,0.0
809,1,Ling,0,0,0,1,1,1.0,1.0
810,1,Ling,0,0,0,1,1,1.0,1.0
811,1,Ling,0,0,0,1,1,1.0,1.0
812,1,Ling,0,0,0,1,1,1.0,1.0
813,1,Ling,0,0,0,1,0,1.0,0.0
814,1,Ling,0,0,0,1,1,1.0,1.0
815,1,Ling,0,0,0,1,1,1.0,1.0
816,1,Ling,0,0,0,1,1,1.0,1.0
817,1,Ling,0,0,0,1,1,1.0,1.0
818,1,Ling,0,0,0,1,1,1.0,1.0
819,1,Ling,1,0,1,0,0,1.0,0.0
820,1,Ling,1,1,1,0,0,0.0,0.0
821,1,Ling,0,0,0,1,1,1.0,1.0
822,1,Ling,0,0,0,1,1,1.0,1.0
823,1,Ling,0,0,0,1,1,1.0,1.0
824,1,Ling,0,0,0,1,1,1.0,1.0
825,1,Enron,0,0,0,1,1,1.0,1.0
826,1,Enron,0,0,0,1,1,1.0,1.0
827,1,Enron,0,0,0,1,1,1.0,1.0
828,1,Enron,0,0,0,1,1,1.0,1.0
829,1,Enron,0,0,0,1,1,1.0,1.0
830,1,Enron,0,0,0,1,1,1.0,1.0
831,1,Enron,0,0,0,1,1,1.0,1.0
832,1,Enron,0,0,0,1,1,1.0,1.0
833,1,Enron,1,1,1,0,0,1.0,0.0
834,1,Enron,0,0,0,1,1,1.0,1.0
835,1,Enron,0,0,0,1,1,1.0,1.0
836,1,Enron,1,1,1,0,0,0.0,0.0
837,1,Enron,0,0,0,1,1,1.0,1.0
838,1,Enron,0,0,0,1,1,1.0,1.0
839,1,Enron,0,0,0,1,1,1.0,1.0
840,1,Enron,0,0,0,1,1,1.0,1.0
841,1,Enron,0,0,0,1,1,1.0,1.0
842,1,Enron,0,0,0,1,1,1.0,1.0
843,1,Enron,0,0,0,1,1,1.0,1.0
844,1,Enron,0,0,0,1,1,1.0,1.0
845,1,Enron,0,0,0,1,1,1.0,1.0
846,1,Enron,0,0,0,1,1,1.0,1.0
847,1,Enron,0,0,0,1,1,1.0,1.0
848,1,Enron,0,0,0,1,1,1.0,1.0
849,1,Enron,0,0,0,1,1,1.0,1.0
850,1,SpamAssasin,0,0,0,1,1,1.0,1.0
851,1,SpamAssasin,1,0,1,1,1,1.0,0.0
852,1,SpamAssasin,0,0,0,1,1,1.0,1.0
853,1,SpamAssasin,0,0,0,1,1,1.0,1.0
854,1,SpamAssasin,0,0,0,1,1,1.0,1.0
855,1,SpamAssasin,1,1,1,0,0,0.0,0.0
856,1,SpamAssasin,0,0,0,1,1,1.0,1.0
857,1,SpamAssasin,0,0,0,1,1,1.0,1.0
858,1,SpamAssasin,0,0,0,1,1,1.0,1.0
859,1,SpamAssasin,1,1,1,0,0,0.0,0.0
860,1,SpamAssasin,0,0,0,1,1,1.0,1.0
861,1,SpamAssasin,0,0,0,1,1,1.0,1.0
862,1,SpamAssasin,1,1,1,0,0,1.0,0.0
863,1,SpamAssasin,1,1,1,0,0,0.0,0.0
864,1,SpamAssasin,1,1,1,0,0,0.0,0.0
865,1,SpamAssasin,0,0,0,1,1,1.0,1.0
866,1,SpamAssasin,0,0,0,1,1,1.0,1.0
867,1,SpamAssasin,1,1,1,0,0,0.0,0.0
868,1,SpamAssasin,0,0,0,1,1,1.0,1.0
869,1,SpamAssasin,0,0,0,1,1,1.0,1.0
870,1,SpamAssasin,0,0,0,1,1,1.0,1.0
871,1,SpamAssasin,0,0,0,1,1,1.0,1.0
872,1,SpamAssasin,0,0,0,1,1,1.0,1.0
873,1,SpamAssasin,0,0,0,1,1,1.0,1.0
874,1,SpamAssasin,0,0,0,1,0,0.0,0.0
875,1,SpamAssasin,0,0,0,1,1,1.0,1.0
876,1,SpamAssasin,0,0,0,1,0,0.0,0.0
877,1,SpamAssasin,0,0,0,1,1,0.0,0.0
878,1,SpamAssasin,0,0,0,1,1,1.0,0.0
879,1,SpamAssasin,0,0,0,1,1,0.0,0.0
880,1,SpamAssasin,0,0,0,1,1,1.0,1.0
881,1,SpamAssasin,0,0,0,1,1,1.0,1.0
882,1,SpamAssasin,0,0,0,1,1,1.0,1.0
883,1,SpamAssasin,0,0,0,0,0,1.0,0.0
884,1,SpamAssasin,0,0,0,1,1,1.0,1.0
885,1,SpamAssasin,0,0,0,1,0,1.0,0.0
886,1,SpamAssasin,0,0,0,1,1,1.0,1.0
887,1,SpamAssasin,1,1,1,0,0,0.0,0.0
888,1,SpamAssasin,0,0,0,1,1,1.0,1.0
889,1,SpamAssasin,1,1,1,0,0,0.0,0.0
890,1,SpamAssasin,0,0,0,1,1,1.0,1.0
891,1,SpamAssasin,0,0,0,1,1,1.0,1.0
892,1,SpamAssasin,0,0,0,1,1,1.0,1.0
893,1,SpamAssasin,0,0,0,1,1,0.0,0.0
894,1,SpamAssasin,0,0,0,1,1,1.0,1.0
895,1,SpamAssasin,0,0,0,1,1,1.0,1.0
896,1,SpamAssasin,0,0,0,1,1,1.0,1.0
897,1,SpamAssasin,0,0,0,1,1,0.0,0.0
898,1,SpamAssasin,1,0,1,0,0,1.0,0.0
899,1,SpamAssasin,0,0,0,1,1,1.0,1.0
900,1,SpamAssasin,1,1,1,0,0,0.0,0.0
901,1,SpamAssasin,0,0,0,1,1,1.0,1.0
902,1,SpamAssasin,0,0,0,1,1,1.0,1.0
903,1,SpamAssasin,0,0,0,1,1,1.0,0.0
904,1,SpamAssasin,0,0,0,1,1,1.0,1.0
905,1,SpamAssasin,0,0,0,1,1,1.0,1.0
906,1,SpamAssasin,0,0,0,1,1,1.0,1.0
907,1,SpamAssasin,0,0,0,1,1,1.0,1.0
908,1,SpamAssasin,0,0,0,1,1,1.0,1.0
909,1,SpamAssasin,0,0,0,1,1,1.0,1.0
910,1,SpamAssasin,1,1,1,0,0,0.0,0.0
911,1,SpamAssasin,0,0,0,1,1,1.0,1.0
912,1,SpamAssasin,0,0,0,1,1,1.0,1.0
913,1,SpamAssasin,0,0,0,1,1,1.0,1.0
914,1,SpamAssasin,1,1,1,0,0,1.0,0.0
915,1,SpamAssasin,0,0,0,1,1,1.0,1.0
916,1,SpamAssasin,0,0,0,1,1,1.0,1.0
917,1,SpamAssasin,1,1,1,0,0,0.0,0.0
918,1,SpamAssasin,0,0,0,1,1,1.0,1.0
919,1,SpamAssasin,0,0,0,1,1,1.0,1.0
920,1,SpamAssasin,0,0,0,1,1,1.0,1.0
921,1,SpamAssasin,1,1,1,0,0,1.0,0.0
922,1,SpamAssasin,0,0,0,1,1,1.0,1.0
923,1,SpamAssasin,0,0,0,1,1,0.0,0.0
924,1,SpamAssasin,1,1,1,0,0,1.0,0.0
925,1,SpamAssasin,1,1,1,0,0,0.0,0.0
926,1,SpamAssasin,0,0,0,1,1,1.0,1.0
927,1,SpamAssasin,0,0,0,1,1,1.0,1.0
928,1,SpamAssasin,0,0,0,1,1,1.0,1.0
929,1,SpamAssasin,0,0,0,1,1,1.0,1.0
930,1,SpamAssasin,1,1,1,0,0,0.0,0.0
931,1,SpamAssasin,0,0,0,1,1,1.0,1.0
932,1,SpamAssasin,0,0,0,1,1,1.0,1.0
933,1,SpamAssasin,0,0,0,1,1,1.0,1.0
934,1,SpamAssasin,0,0,0,1,1,1.0,1.0
935,1,SpamAssasin,1,1,1,0,0,0.0,0.0
936,1,SpamAssasin,0,0,0,1,1,1.0,0.0
937,1,SpamAssasin,0,0,0,1,1,1.0,1.0
938,1,SpamAssasin,0,0,0,1,1,1.0,1.0
939,1,SpamAssasin,0,0,0,1,1,1.0,1.0
940,1,SpamAssasin,0,0,0,1,1,1.0,1.0
941,1,SpamAssasin,0,0,0,1,1,1.0,1.0
942,1,SpamAssasin,1,0,1,0,0,1.0,0.0
943,1,SpamAssasin,0,0,0,1,1,1.0,1.0
944,1,SpamAssasin,1,1,1,0,0,0.0,0.0
945,1,SpamAssasin,0,0,0,1,1,1.0,1.0
946,1,SpamAssasin,0,0,0,1,1,1.0,1.0
947,1,SpamAssasin,0,0,0,1,1,1.0,1.0
948,1,SpamAssasin,0,0,0,1,1,1.0,1.0
949,1,SpamAssasin,0,0,0,1,1,1.0,1.0
950,0,Ling,0,0,0,1,1,1.0,1.0
951,0,Ling,0,0,0,1,1,1.0,1.0
952,0,Ling,0,0,0,1,1,1.0,1.0
953,0,Ling,0,0,0,1,1,1.0,1.0
954,0,Ling,0,0,0,1,1,1.0,1.0
955,0,Ling,0,0,0,1,1,1.0,1.0
956,0,Ling,0,0,0,1,1,1.0,1.0
957,0,Ling,0,0,0,1,1,1.0,1.0
958,0,Ling,0,0,0,1,1,1.0,1.0
959,0,Ling,0,0,0,1,1,1.0,1.0
960,0,Ling,0,0,0,1,1,1.0,1.0
961,0,Ling,0,0,0,1,1,1.0,1.0
962,0,Ling,0,0,0,1,1,1.0,1.0
963,0,Ling,0,0,0,1,1,1.0,1.0
964,0,Ling,0,0,0,1,1,1.0,1.0
965,0,Ling,0,0,0,1,1,1.0,1.0
966,0,Ling,0,0,0,1,1,1.0,1.0
967,0,Ling,0,0,0,1,1,1.0,1.0
968,0,Ling,0,0,0,1,1,1.0,1.0
969,0,Ling,0,0,0,1,1,1.0,1.0
970,0,Ling,0,0,0,1,1,1.0,1.0
971,0,Ling,0,0,0,1,1,1.0,1.0
972,0,Ling,0,0,0,1,1,1.0,1.0
973,0,Ling,0,0,0,1,1,1.0,1.0
974,0,Ling,0,0,0,1,1,1.0,1.0
975,0,Ling,0,0,0,1,1,1.0,1.0
976,0,Ling,0,0,0,1,1,1.0,1.0
977,0,Ling,0,0,0,1,1,1.0,1.0
978,0,Ling,0,0,0,1,1,1.0,1.0
979,0,Ling,0,0,0,1,1,1.0,1.0
980,0,Ling,0,0,0,1,1,1.0,1.0
981,0,Ling,0,0,0,1,1,1.0,1.0
982,0,Ling,0,0,0,1,1,1.0,1.0
983,0,Ling,0,0,0,1,1,1.0,1.0
984,0,Ling,0,0,0,1,1,1.0,1.0
985,0,Ling,0,0,0,1,1,1.0,1.0
986,0,Ling,0,0,0,1,1,1.0,1.0
987,0,Ling,0,0,0,1,1,1.0,1.0
988,0,Ling,0,0,0,1,1,1.0,1.0
989,0,Ling,0,0,0,1,1,1.0,1.0
990,0,Ling,0,0,0,1,1,1.0,1.0
991,0,Ling,0,0,0,1,1,1.0,1.0
992,0,Ling,0,0,0,1,1,1.0,1.0
993,0,Ling,0,0,0,1,1,1.0,1.0
994,0,Ling,0,0,0,1,1,1.0,1.0
995,0,Ling,0,0,0,1,1,1.0,1.0
996,0,Ling,0,0,0,1,1,1.0,1.0
997,0,Ling,0,0,0,1,1,1.0,1.0
998,0,Ling,0,0,0,1,1,1.0,1.0
999,0,Ling,0,0,0,1,1,1.0,1.0
1000,0,Ling,0,0,0,1,1,1.0,1.0
1001,0,Ling,0,0,0,1,1,1.0,1.0
1002,0,Ling,0,0,0,1,1,1.0,1.0
1003,0,Ling,0,0,0,1,1,1.0,1.0
1004,0,Ling,0,0,0,1,1,1.0,1.0
1005,0,Ling,0,0,0,1,1,1.0,1.0
1006,0,Ling,0,0,0,1,1,1.0,1.0
1007,0,Ling,0,0,0,1,1,1.0,1.0
1008,0,Ling,0,0,0,1,1,1.0,1.0
1009,0,Ling,0,0,0,1,1,1.0,1.0
1010,0,Ling,0,0,0,1,1,1.0,1.0
1011,0,Ling,0,0,0,1,1,1.0,1.0
1012,0,Ling,0,0,0,1,1,1.0,1.0
1013,0,Ling,0,0,0,1,1,1.0,1.0
1014,0,Ling,0,0,0,1,1,1.0,1.0
1015,0,Ling,0,0,0,1,1,1.0,1.0
1016,0,Ling,0,0,0,1,1,1.0,1.0
1017,0,Ling,0,0,0,1,1,1.0,1.0
1018,0,Ling,0,0,0,1,1,1.0,1.0
1019,0,Ling,0,0,0,1,1,1.0,1.0
1020,0,Ling,0,0,0,1,1,1.0,1.0
1021,0,Ling,0,0,0,1,1,1.0,1.0
1022,0,Ling,0,0,0,1,1,1.0,1.0
1023,0,Ling,0,0,0,1,1,1.0,1.0
1024,0,Ling,0,0,0,1,1,1.0,1.0
1025,0,Ling,0,0,0,1,1,1.0,1.0
1026,0,Ling,0,0,0,1,1,1.0,1.0
1027,0,Ling,0,0,0,1,1,1.0,1.0
1028,0,Ling,0,0,0,1,1,1.0,1.0
1029,0,Ling,0,0,0,1,1,1.0,1.0
1030,0,Ling,0,0,0,1,1,1.0,1.0
1031,0,Ling,0,0,0,1,1,1.0,1.0
1032,0,Ling,0,0,0,1,1,1.0,1.0
1033,0,Ling,0,0,0,1,1,1.0,1.0
1034,0,Ling,0,0,0,1,1,1.0,1.0
1035,0,Ling,0,0,0,1,1,1.0,1.0
1036,0,Ling,0,0,0,1,1,1.0,1.0
1037,0,Ling,0,0,0,1,1,1.0,1.0
1038,0,Ling,0,0,0,1,1,1.0,1.0
1039,0,Ling,0,0,0,1,1,1.0,1.0
1040,0,Ling,0,0,0,1,1,1.0,1.0
1041,0,Ling,0,0,0,1,1,1.0,1.0
1042,0,Ling,0,0,0,1,1,1.0,1.0
1043,0,Ling,0,0,0,1,1,1.0,1.0
1044,0,Ling,0,0,0,1,1,1.0,1.0
1045,0,Ling,0,0,0,1,1,1.0,1.0
1046,0,Ling,0,0,0,1,1,1.0,1.0
1047,0,Ling,0,0,0,1,1,1.0,1.0
1048,0,Ling,0,0,0,1,1,1.0,1.0
1049,0,Ling,0,0,0,1,1,1.0,1.0
1050,0,Ling,0,0,0,1,1,1.0,1.0
1051,0,Ling,0,0,0,1,1,1.0,1.0
1052,0,Ling,0,0,0,1,1,1.0,1.0
1053,0,Ling,0,0,0,1,1,1.0,1.0
1054,0,Ling,0,0,0,1,1,1.0,1.0
1055,0,Ling,0,0,0,1,1,1.0,1.0
1056,0,Ling,0,0,0,1,1,1.0,1.0
1057,0,Ling,0,0,0,1,1,1.0,1.0
1058,0,Ling,0,0,0,1,1,1.0,1.0
1059,0,Ling,0,0,0,1,1,1.0,1.0
1060,0,Ling,0,0,0,1,1,1.0,1.0
1061,0,Ling,0,0,0,1,1,1.0,1.0
1062,0,Ling,0,0,0,1,1,1.0,1.0
1063,0,Ling,0,0,0,1,1,1.0,1.0
1064,0,Ling,0,0,0,1,1,1.0,1.0
1065,0,Ling,0,0,0,1,1,1.0,1.0
1066,0,Ling,0,0,0,1,1,1.0,1.0
1067,0,Ling,0,0,0,1,1,1.0,1.0
1068,0,Ling,0,0,0,1,1,1.0,1.0
1069,0,Ling,0,0,0,1,1,1.0,1.0
1070,0,Ling,0,0,0,1,1,1.0,1.0
1071,0,Ling,0,0,0,1,1,1.0,1.0
1072,0,Ling,0,0,0,1,1,1.0,1.0
1073,0,Ling,0,0,0,1,1,1.0,1.0
1074,0,Ling,0,0,0,1,1,1.0,1.0
1075,0,Ling,0,0,0,1,1,1.0,1.0
1076,0,Ling,0,0,0,1,1,1.0,1.0
1077,0,Ling,0,0,0,1,1,1.0,1.0
1078,0,Ling,0,0,0,1,1,1.0,1.0
1079,0,Ling,0,0,0,1,1,1.0,1.0
1080,0,Ling,0,0,0,1,1,1.0,1.0
1081,0,Ling,0,0,0,1,1,1.0,1.0
1082,0,Ling,0,0,0,1,1,1.0,1.0
1083,0,Ling,0,0,0,1,1,1.0,1.0
1084,0,Ling,0,0,0,1,1,1.0,1.0
1085,0,Ling,0,0,0,1,1,1.0,1.0
1086,0,Ling,0,0,0,1,1,1.0,1.0
1087,0,Ling,0,0,0,1,1,1.0,1.0
1088,0,Ling,0,0,0,1,1,1.0,1.0
1089,0,Ling,0,0,0,1,1,1.0,1.0
1090,0,Ling,0,0,0,1,1,1.0,1.0
1091,0,Ling,0,0,0,1,1,1.0,1.0
1092,0,Ling,0,0,0,1,1,1.0,1.0
1093,0,Ling,0,0,0,1,1,1.0,1.0
1094,0,Ling,0,0,0,1,1,1.0,1.0
1095,0,Ling,0,0,0,1,1,1.0,1.0
1096,0,Ling,0,0,0,1,1,1.0,1.0
1097,0,Ling,0,0,0,1,1,1.0,1.0
1098,0,Ling,0,0,0,1,1,1.0,1.0
1099,0,Ling,0,0,0,1,1,1.0,1.0
